effective_build_year,net_area,basement_finished,has_garage,has_fireplace,house_number,fully_taxable,building_count,walkout_basement,air_conditioning,tot_gross_area_description,lot_size,property_type,assessed_value
1979,102.49,0,1,1,10447,1,1,0,0,135.32,536.834,RESIDENTIAL,365500
1980,125.12,0,1,1,8703,1,1,0,0,170.56,580.427,RESIDENTIAL,365500
1999,115.3,0,1,1,13440,1,1,0,0,153.7,343.079,RESIDENTIAL,365500
1990,116.92,0,1,1,14803,1,1,0,0,154.04,501.781,RESIDENTIAL,365500
2014,127.8,0,0,0,628,1,1,0,0,127.8,325.376,RESIDENTIAL,365500
1973,127.88,1,1,0,8616,1,1,0,0,189.93,568.664,RESIDENTIAL,365500
1987,114.65,0,1,1,3314,1,1,0,1,156.74,511.51,RESIDENTIAL,365500
1973,109.7,1,1,1,8508,1,1,0,0,158.61,596.082,RESIDENTIAL,365500
1989,101.14,1,1,1,1207,1,1,0,0,136.34,539.842,RESIDENTIAL,365500
1958,97.34,1,1,0,10403,1,1,0,0,141.87,631.682,RESIDENTIAL,365500
2010,91.042,0,0,0,4907,1,1,0,1,91.042,32.1372,INDUSTRIAL,365500
1974,118.85,1,1,1,15016,1,1,0,0,163.74,734.601,RESIDENTIAL,365500
1987,101.8,0,1,0,1051,1,1,0,0,142.7,739.336,RESIDENTIAL,365500
2013,130.3,0,1,1,3925,1,1,0,0,160.2,305.959,RESIDENTIAL,365500
1983,123.65,0,0,0,18428,1,1,0,0,123.65,554.815,RESIDENTIAL,365500
1978,112.55,1,1,1,17911,1,1,0,0,170.22,558.743,RESIDENTIAL,365500
1978,100.04,0,1,1,1517,1,1,0,0,211.43,882.601,RESIDENTIAL,365500
1990,100.53,0,1,1,15524,1,1,0,0,137.61,452.38,RESIDENTIAL,365500
1977,109.22,1,1,1,1044,1,1,0,0,181.11,638.326,RESIDENTIAL,365500
1977,108.8,1,1,0,3203,1,1,0,0,157.71,619.779,RESIDENTIAL,365500
1971,130.55,1,1,1,17316,1,1,0,0,171.42,585.208,RESIDENTIAL,365500
1975,108.86,1,1,1,18424,1,1,0,0,175.29,643.543,RESIDENTIAL,365500
1955,91.5,1,1,0,6804,1,1,0,0,117.1,510.718,RESIDENTIAL,365500
1976,86.36,0,1,1,5406,1,1,0,0,121.2,347.44,RESIDENTIAL,365500
1949,88.44,1,1,0,7224,1,1,0,0,139.44,518.287,RESIDENTIAL,365500
1987,149.71,0,1,0,18016,1,1,0,0,191.25,476.817,RESIDENTIAL,365500
1987,111.49,1,1,1,18016,1,1,0,0,152.97,481.769,RESIDENTIAL,365500
1985,109.29,0,1,0,18915,1,1,0,0,151.99,485.536,RESIDENTIAL,365500
1910,67.88,0,0,1,8919,1,1,0,0,67.88,443.459,RESIDENTIAL,365500
1997,98.3,0,1,0,609,1,1,0,0,135.1,437.99,RESIDENTIAL,365500
2001,88.4,1,1,0,1522,1,1,0,0,122.7,433.737,RESIDENTIAL,365500
1956,103.68,1,1,0,10243,1,1,0,0,128.47,575.071,RESIDENTIAL,365500
1999,119.4,0,1,0,1136,1,1,0,0,164.29,336,RESIDENTIAL,365500
2013,134.4,0,1,1,3039,1,1,0,0,164.3,265.598,RESIDENTIAL,365500
2013,134.4,0,1,1,3041,1,1,0,0,164.3,265.608,RESIDENTIAL,365500
2012,139.8,0,1,1,3043,1,1,0,0,166.2,265.616,RESIDENTIAL,365500
1996,100.69,0,1,1,624,1,1,0,0,133.99,564.311,RESIDENTIAL,365500
1964,144.8,0,1,0,1533,1,1,0,0,185.67,356.542,RESIDENTIAL,365500
1964,146.6,0,1,1,1548,1,1,0,0,183.81,326.696,RESIDENTIAL,365500
1959,121.37,1,1,1,251,1,1,0,0,178.71,575.71,RESIDENTIAL,365500
2007,122,0,0,0,9213,1,1,0,0,122,323.626,RESIDENTIAL,365500
2008,106.7,0,1,0,9421,1,1,0,0,143.91,334.985,RESIDENTIAL,365500
2012,130.9,0,1,1,3820,1,1,0,0,155.3,252.672,RESIDENTIAL,365500
2004,119.8,1,1,0,20123,1,1,0,0,157.01,329.195,RESIDENTIAL,365500
1978,120.56,1,1,1,15816,1,1,0,0,180.67,597.317,RESIDENTIAL,365000
1957,108.8,1,1,0,6111,1,1,0,0,157.9,585.16,RESIDENTIAL,365000
1959,101.54,1,1,1,4303,1,1,0,0,130.35,510.096,RESIDENTIAL,365000
1961,114.22,1,1,1,13511,1,1,0,0,167.51,622.463,RESIDENTIAL,365000
1950,89.27,1,1,0,7703,1,1,0,0,118.08,520.458,RESIDENTIAL,365000
1953,109.58,1,1,0,11451,1,1,0,0,171.63,541.21,RESIDENTIAL,365000
2006,126.3,0,0,1,1921,1,1,0,0,126.3,373.608,RESIDENTIAL,365000
2006,111.4,0,1,1,1941,1,1,0,0,148.61,369.525,RESIDENTIAL,365000
1993,141,0,1,1,10504,1,1,0,1,204.9,347.921,RESIDENTIAL,365000
1976,112.28,0,1,1,15215,1,1,0,0,157.17,933.475,RESIDENTIAL,365000
1971,193.61,0,0,0,13224,1,1,0,0,193.61,425.012,INDUSTRIAL,365000
1998,102.2,1,1,1,3639,1,1,0,0,138.7,409.492,RESIDENTIAL,365000
1993,110.07,0,1,1,3742,1,1,0,0,146.94,426.255,RESIDENTIAL,365000
1958,98.64,1,1,0,13410,1,1,0,0,157.77,563.547,RESIDENTIAL,365000
1960,111.02,1,1,0,12336,1,1,0,0,188.37,1195.169,RESIDENTIAL,365000
1996,100.09,0,1,0,5542,1,1,0,0,135.68,456.609,RESIDENTIAL,365000
1978,111.68,1,1,0,2008,1,1,0,0,179.62,694.23,RESIDENTIAL,365000
1978,115.04,1,1,0,2012,1,1,0,0,172.71,664.867,RESIDENTIAL,365000
2000,114.7,0,1,0,4815,1,1,0,0,153.7,368.321,RESIDENTIAL,365000
2000,119.3,1,1,1,4820,1,1,0,0,155.8,398.426,RESIDENTIAL,365000
2013,142,0,1,1,2908,1,1,0,1,168.9,262.449,RESIDENTIAL,365000
2003,127.4,0,1,1,14012,1,1,0,0,164.61,305.391,RESIDENTIAL,365000
1996,99.52,0,1,1,13330,1,1,0,0,138.22,429.162,RESIDENTIAL,365000
2005,121.4,0,1,0,4120,1,1,0,1,174.69,440.716,RESIDENTIAL,365000
1991,100.86,1,1,1,5951,1,1,0,0,142.06,413.703,RESIDENTIAL,365000
2005,94.8,0,1,0,14018,1,1,0,0,131.4,367.703,RESIDENTIAL,365000
2010,114.7,0,1,0,3523,1,1,0,0,151.91,351.592,RESIDENTIAL,365000
1976,188.41,1,1,1,11412,1,1,0,0,233.3,595.926,RESIDENTIAL,365000
1959,119,1,1,1,11035,1,1,0,0,176.4,699.903,RESIDENTIAL,365000
2003,108.5,0,1,0,3732,1,1,0,0,147.5,355.89,RESIDENTIAL,365000
1976,120.41,1,1,1,11012,1,1,0,0,161.28,625.015,RESIDENTIAL,365000
2012,149.7,0,1,1,5229,1,1,0,0,166.4,573.421,RESIDENTIAL,365000
1997,127.3,0,1,0,11516,1,1,0,0,161,403.312,RESIDENTIAL,365000
1980,104.72,1,1,0,4607,1,1,0,0,147.79,502.735,RESIDENTIAL,365000
1990,106.22,0,1,1,8723,1,1,0,0,139.77,539.26,RESIDENTIAL,365000
1978,153.75,0,1,1,9910,1,1,0,0,194.62,613.53,RESIDENTIAL,365000
1986,118.88,0,1,0,9115,1,1,0,0,156.08,522.78,RESIDENTIAL,365000
1980,161.65,0,1,1,9216,1,1,0,0,198.86,482.472,RESIDENTIAL,365000
1985,94.02,1,1,0,9853,1,1,0,0,134.89,650.105,RESIDENTIAL,365000
1978,121.11,0,1,1,6228,1,1,0,0,157.96,500.305,RESIDENTIAL,365000
1993,92.64,0,1,1,7529,1,1,0,0,126.34,474.635,RESIDENTIAL,365000
1975,154.72,1,1,1,6711,1,1,0,0,197.6,649.543,RESIDENTIAL,365000
1989,107.28,0,1,0,7336,1,1,0,0,143.86,726.2,RESIDENTIAL,365000
2010,133.9,0,1,1,4818,1,1,0,0,172.7,299.611,RESIDENTIAL,365000
2010,135.2,0,1,1,4904,1,1,0,0,171.9,299.578,RESIDENTIAL,365000
1980,112.49,1,1,0,7820,1,1,0,0,161.4,612.928,RESIDENTIAL,365000
1977,110.88,1,1,1,8203,1,1,0,0,153.66,673.199,RESIDENTIAL,365000
1983,107.64,0,1,0,7869,1,1,0,0,148.51,686.353,RESIDENTIAL,365000
1974,123.44,1,1,0,6716,1,1,0,0,156.27,921.972,RESIDENTIAL,365000
1972,124.06,1,1,1,8607,1,1,0,0,168.59,544.639,RESIDENTIAL,365000
1970,101.12,1,1,0,11119,1,1,0,0,150.03,655.51,RESIDENTIAL,365000
2012,135.5,0,1,1,629,1,1,0,0,175.6,300.885,RESIDENTIAL,365000
1974,129.29,1,1,1,7011,1,1,0,0,170.16,542.516,RESIDENTIAL,365000
1975,128.05,1,1,1,15008,1,1,0,0,172.94,612.918,RESIDENTIAL,365000
1989,105.88,0,1,1,18320,1,1,0,0,144.92,541.5,RESIDENTIAL,365000
1978,109.66,1,1,1,3852,1,1,0,0,158.57,556.066,RESIDENTIAL,365000
1979,163.2,0,1,1,17820,1,1,0,0,208.09,561.868,RESIDENTIAL,365000
1996,99.77,1,1,0,16006,1,1,0,0,135.45,377.744,RESIDENTIAL,365000
1978,112.23,0,1,1,1541,1,1,0,0,174.28,578.785,RESIDENTIAL,365000
1965,157.87,1,1,0,13219,1,1,0,0,206.78,601.335,RESIDENTIAL,365000
1970,146.32,0,1,0,15215,1,1,0,0,178.44,954.43,RESIDENTIAL,365000
1977,112.62,1,1,1,1007,1,1,0,0,152.15,640.748,RESIDENTIAL,365000
1985,110.34,0,1,0,18911,1,1,0,0,159.25,497.624,RESIDENTIAL,365000
1974,159.12,0,1,0,4023,1,1,0,0,183.91,726.63,RESIDENTIAL,365000
1974,128.75,0,1,1,4036,1,1,0,0,177.66,626.695,RESIDENTIAL,365000
1970,124.12,1,1,1,13907,1,1,0,0,203.79,653.867,RESIDENTIAL,365000
2002,106.6,1,1,0,626,1,1,0,0,159.89,321.915,RESIDENTIAL,365000
2002,131.4,0,0,0,733,1,1,0,0,131.4,342.907,RESIDENTIAL,365000
1977,105.62,1,0,1,5507,1,1,0,0,128.4,284.8,RESIDENTIAL,365000
1977,106.08,0,1,0,5531,1,1,0,0,128.86,279.896,RESIDENTIAL,365000
1977,100.25,1,0,1,5711,1,1,0,0,122.22,299.77,RESIDENTIAL,365000
1988,102.88,0,1,1,17911,1,1,0,0,151.79,520.72,RESIDENTIAL,365000
1987,111.49,0,1,1,18012,1,1,0,0,152.97,564.959,RESIDENTIAL,365000
1961,113,1,1,0,5904,1,1,0,0,161.91,538.585,RESIDENTIAL,365000
1969,103.7,1,1,1,16711,1,1,0,0,152.61,591.135,RESIDENTIAL,365000
1965,102.16,0,1,0,8048,1,1,0,0,159.83,567.987,RESIDENTIAL,365000
1956,97.71,1,0,0,10660,1,1,0,0,97.71,652.98,RESIDENTIAL,365000
1975,108.74,1,1,1,11,1,1,0,0,180.99,706.48,RESIDENTIAL,365000
2007,153.66,0,0,0,2403,0,1,0,0,190.817,405.269,INDUSTRIAL,365000
1956,97.71,1,1,0,5503,1,1,0,0,151.69,600.728,RESIDENTIAL,365000
2002,104.8,0,0,0,1411,1,1,0,0,104.8,316.542,RESIDENTIAL,365000
2012,139.8,0,1,1,3004,1,1,0,0,166.2,392.442,RESIDENTIAL,365000
1959,110.24,1,1,0,303,1,1,0,0,172.35,711.554,RESIDENTIAL,365000
2011,138.8,0,0,1,269,1,1,0,0,138.8,325.343,RESIDENTIAL,365000
2011,133.5,1,0,0,607,1,1,0,0,133.5,326.344,RESIDENTIAL,365000
2006,129.9,0,1,1,1519,1,1,0,0,164.8,353.93,RESIDENTIAL,365000
1979,100.11,1,1,0,7403,1,1,0,0,157.78,563.265,RESIDENTIAL,365000
2014,140.7,0,1,1,2732,1,1,0,0,179.5,301.371,RESIDENTIAL,365000
2007,121.8,0,0,0,9415,1,1,0,0,121.8,334.963,RESIDENTIAL,365000
2006,120.6,0,1,1,20310,1,1,0,0,157.81,300.997,RESIDENTIAL,365000
2010,155,0,1,1,21326,1,1,0,0,178.1,269.545,RESIDENTIAL,365000
2003,104.8,0,0,0,21345,1,1,0,0,104.8,360.137,RESIDENTIAL,365000
2006,122.5,1,0,0,21344,1,1,0,0,122.5,354.103,RESIDENTIAL,365000
1956,96.38,1,0,1,5508,1,1,0,0,134.58,557.222,RESIDENTIAL,364500
1957,102.51,1,1,0,4704,1,1,0,0,138.28,543.423,RESIDENTIAL,364500
1957,89.35,1,1,0,4624,1,1,0,0,125.12,579.522,RESIDENTIAL,364500
1958,96.38,1,1,1,4407,1,1,0,0,125.19,691.758,RESIDENTIAL,364500
1970,118.06,0,1,1,16146,1,1,0,0,175.73,537.25,RESIDENTIAL,364500
1952,116.68,1,1,0,14031,1,1,0,0,145.49,568.822,RESIDENTIAL,364500
1981,110.15,0,1,1,4631,1,1,0,0,158.95,584.845,RESIDENTIAL,364500
1976,164.58,0,1,1,16313,1,1,0,0,234.1,689.386,RESIDENTIAL,364500
1912,117.62,0,1,0,8001,1,1,0,0,140.19,460.008,RESIDENTIAL,364500
1959,100.02,1,1,1,14012,1,1,0,0,162.07,977.699,RESIDENTIAL,364500
1994,104.87,0,1,1,3722,1,1,0,0,143.79,450.393,RESIDENTIAL,364500
1964,129.03,1,1,1,10515,1,1,0,0,186.7,601.146,RESIDENTIAL,364500
1965,102.8,1,1,1,7215,1,1,0,0,151.71,678.031,RESIDENTIAL,364500
1966,101.7,1,1,1,7912,1,1,0,1,170.21,536.292,RESIDENTIAL,364500
1958,150.9,1,1,0,13607,1,1,0,0,224.73,601.734,RESIDENTIAL,364500
1978,127.94,1,1,1,11616,1,1,0,1,165.9,488.295,RESIDENTIAL,364500
1981,118.87,1,1,1,12153,1,1,0,0,164.13,490.353,RESIDENTIAL,364500
1990,111.04,0,1,1,3508,1,1,0,0,146.24,619.36,RESIDENTIAL,364500
1990,101.2,0,1,1,4812,1,1,0,0,138.37,627,RESIDENTIAL,364500
1979,108.9,1,1,0,5203,1,1,0,0,151.68,584.798,RESIDENTIAL,364500
1993,108.68,1,1,1,1916,1,1,0,0,143.98,414.389,RESIDENTIAL,364500
2004,124.3,0,1,0,14063,1,1,0,0,169.19,305.459,RESIDENTIAL,364500
1993,97.63,0,1,1,6166,1,1,0,0,135.18,446.586,RESIDENTIAL,364500
2005,148.5,1,0,0,3917,1,1,0,0,148.5,364.342,RESIDENTIAL,364500
1980,231.2,0,0,0,13177,1,1,0,0,262.9,545.6,INDUSTRIAL,364500
1960,108.44,1,1,0,8814,1,1,0,0,161.37,506.102,RESIDENTIAL,364500
1960,100.86,1,1,0,8702,1,1,0,0,141.73,838.804,RESIDENTIAL,364500
1965,113.3,1,1,0,9316,1,1,0,0,162.21,563.649,RESIDENTIAL,364500
1979,180,1,1,1,10520,1,1,0,0,180,423.251,MULTI-RES,364500
1978,222.03,0,0,0,10618,1,1,0,1,222.03,401.898,INDUSTRIAL,364500
2009,131.5,0,1,1,807,1,1,0,0,161.9,270.262,RESIDENTIAL,364500
2009,131.2,0,1,1,817,1,1,0,0,161.4,270.311,RESIDENTIAL,364500
1972,111.53,1,1,1,7716,1,1,0,0,164.82,510.75,RESIDENTIAL,364500
1972,111.2,1,1,0,7708,1,1,0,0,168.87,536.271,RESIDENTIAL,364500
1988,105.16,1,1,1,9123,1,1,0,0,145.76,541.22,RESIDENTIAL,364500
1974,115.4,1,1,1,8015,1,1,0,0,164.31,519.258,RESIDENTIAL,364500
1985,91.52,0,1,1,8211,1,1,0,0,134.22,448.725,RESIDENTIAL,364500
2010,134.4,0,1,1,4820,1,1,0,0,171.5,299.622,RESIDENTIAL,364500
2010,134.4,0,1,1,4822,1,1,0,0,171.5,299.662,RESIDENTIAL,364500
2010,134.4,0,1,1,4824,1,1,0,0,171.5,299.621,RESIDENTIAL,364500
2010,133.1,0,1,1,4826,1,1,0,0,171.9,299.591,RESIDENTIAL,364500
2010,132.3,0,1,1,4910,1,1,0,0,170.7,311.391,RESIDENTIAL,364500
2011,144.9,0,1,1,6010,1,1,0,0,167.8,319.134,RESIDENTIAL,364500
2010,154.1,0,1,0,6022,1,1,0,0,176.8,288.984,RESIDENTIAL,364500
1980,173.4,1,0,0,13823,1,1,0,0,173.4,487.587,RESIDENTIAL,364500
1997,131.41,1,1,1,4254,1,1,0,0,184.7,374.989,RESIDENTIAL,364500
1971,116.46,0,1,1,10204,1,1,0,0,157.33,596.859,RESIDENTIAL,364500
2005,121.92,0,1,0,2366,1,1,0,0,162.79,318.285,RESIDENTIAL,364500
2009,105,0,1,0,5904,1,1,0,0,149.89,367.296,RESIDENTIAL,364500
1983,142.34,1,1,1,4508,1,1,0,0,180.14,473.876,RESIDENTIAL,364500
1978,114.38,1,1,1,6314,1,1,0,0,163.29,551.902,RESIDENTIAL,364500
1978,120,0,1,1,6411,1,1,0,0,186.43,594.356,RESIDENTIAL,364500
1996,138.33,0,1,1,13108,1,1,0,0,177.37,379.97,RESIDENTIAL,364500
1988,107.44,0,1,1,2505,1,1,0,0,142.82,721.55,RESIDENTIAL,364500
1974,109.77,1,1,1,7504,1,1,0,0,163.06,612.962,RESIDENTIAL,364500
1976,112.52,1,1,1,13109,1,1,0,0,165.81,1017.845,RESIDENTIAL,364500
1974,115.57,1,1,0,7927,1,1,0,0,156.44,724.812,RESIDENTIAL,364500
2005,105.4,0,1,0,15644,1,1,0,0,146.27,333.788,RESIDENTIAL,364500
2004,151.1,0,1,0,15623,1,1,0,0,188.31,319.09,RESIDENTIAL,364500
1990,101.26,1,1,1,1423,1,1,0,0,134.81,500.69,RESIDENTIAL,364500
1990,131.67,0,1,1,18907,1,1,0,0,167.67,395.29,RESIDENTIAL,364500
1989,106.54,0,1,1,18903,1,1,0,0,143.66,448.687,RESIDENTIAL,364500
1990,106.11,0,1,1,1008,1,1,0,0,139.66,480.131,RESIDENTIAL,364500
1978,109.02,1,1,0,3932,1,1,0,0,166.69,711.816,RESIDENTIAL,364500
1978,115.19,1,1,0,17907,1,1,0,1,164.19,545.761,RESIDENTIAL,364500
1956,103.68,0,0,0,10235,1,1,0,0,103.68,623.344,RESIDENTIAL,364500
1994,180.9,0,1,1,15805,1,1,0,0,216.9,300.565,RESIDENTIAL,364500
1974,116.45,1,1,1,4344,1,1,0,0,165.36,523.902,RESIDENTIAL,364500
1975,103.82,1,1,0,4251,1,1,0,0,152.73,482.872,RESIDENTIAL,364500
1975,131.32,0,1,1,1820,1,1,0,0,184.61,583.378,RESIDENTIAL,364500
1986,118.54,0,1,1,15233,1,1,0,0,159.41,479.575,RESIDENTIAL,364500
1977,148.4,1,1,1,17912,1,1,0,0,197.31,501.546,RESIDENTIAL,364500
1975,157.21,0,1,1,18504,1,1,0,0,201.74,660.653,RESIDENTIAL,364500
1975,113.9,0,1,1,1025,1,1,0,0,175.95,897.367,RESIDENTIAL,364500
1973,158.43,0,1,1,4304,1,1,0,0,211.36,833.156,RESIDENTIAL,364500
1972,160.43,0,1,0,3539,1,1,0,0,209.34,564.627,RESIDENTIAL,364500
1975,115.4,1,1,1,1304,1,1,0,0,173.07,661.867,RESIDENTIAL,364500
1975,126.22,0,1,1,1815,1,1,0,0,176.59,597.928,RESIDENTIAL,364500
1975,124.96,1,1,1,4327,1,1,0,0,182.63,618.159,RESIDENTIAL,364500
1976,113.06,1,1,1,2012,1,1,0,0,170.73,810.036,RESIDENTIAL,364500
1963,94.8,1,1,0,16115,1,1,0,0,152.47,565.882,RESIDENTIAL,364500
1962,112.56,1,1,0,15710,1,1,0,0,165.85,531.22,RESIDENTIAL,364500
1955,70.17,1,1,0,8252,1,1,0,0,103,735.11,RESIDENTIAL,364500
1959,97.6,1,1,1,16021,1,1,0,0,175.32,568.409,RESIDENTIAL,364500
1985,109.44,0,1,1,18931,1,1,0,0,147.26,462.122,RESIDENTIAL,364500
1983,112.5,0,1,0,18219,1,1,0,0,161.41,575.462,RESIDENTIAL,364500
1981,110.88,0,1,1,17939,1,1,0,0,150.53,672.157,RESIDENTIAL,364500
1935,76.3,0,1,0,9525,1,1,0,0,98.87,417.141,RESIDENTIAL,364500
1958,105.06,1,1,1,8032,1,1,0,0,153.97,557.488,RESIDENTIAL,364500
2010,135.4,0,1,1,2157,1,1,0,0,172.6,207.92,RESIDENTIAL,364500
2014,163.3,0,1,0,2520,1,1,0,0,185.5,262.528,RESIDENTIAL,364500
1999,85.8,1,1,1,25,1,1,0,0,121.1,514,RESIDENTIAL,364500
1947,108.44,0,1,1,9511,1,1,0,0,142.11,553.36,RESIDENTIAL,364500
1999,101.7,0,0,0,1132,1,1,0,0,101.7,407,RESIDENTIAL,364500
2013,134.9,0,1,0,3011,1,1,0,0,163.5,320.183,RESIDENTIAL,364500
1993,99.38,0,1,0,154,1,1,0,0,139.28,447.661,RESIDENTIAL,364500
2004,128.2,1,1,0,1113,1,1,0,0,183.68,330.826,RESIDENTIAL,364500
2011,143.5,0,0,0,625,1,1,0,0,143.5,305.331,RESIDENTIAL,364500
1975,141.42,0,1,1,5024,1,1,0,0,182.96,679.729,RESIDENTIAL,364500
2006,129.9,0,1,1,1523,1,1,0,0,164.8,346.671,RESIDENTIAL,364500
1992,109,1,1,1,156,1,1,0,0,109,405.618,MULTI-RES,364500
2014,251.7,0,1,1,2429,1,1,0,0,301.1,501.58,RESIDENTIAL,364500
1972,110.18,1,1,0,91,1,1,0,0,192.99,936.446,RESIDENTIAL,364500
2011,129.3,0,1,1,3806,1,1,0,0,155.2,250.693,RESIDENTIAL,364500
2011,129.7,0,1,1,3818,1,1,0,0,154.5,249.785,RESIDENTIAL,364500
2012,122.2,0,1,1,3826,1,1,0,0,147,292.114,RESIDENTIAL,364500
1991,0,0,0,0,20704,1,0,0,0,0,3835.161,INDUSTRIAL,364500
1961,114.22,1,1,1,13515,1,1,0,0,163.13,601.695,RESIDENTIAL,364000
1973,159.42,1,1,0,3415,1,1,0,0,212.35,654.14,RESIDENTIAL,364000
1988,103.9,0,1,1,4719,1,1,0,0,143.3,560.26,RESIDENTIAL,364000
1979,148.84,0,1,1,16011,1,1,0,0,193.37,537.078,RESIDENTIAL,364000
1969,169.8,0,1,1,3811,1,1,0,0,196.03,498.057,RESIDENTIAL,364000
1967,257.52,0,0,0,14540,1,1,0,0,257.519,483.5,INDUSTRIAL,364000
1956,112.16,1,1,0,13319,1,1,0,0,161.07,568.413,RESIDENTIAL,364000
2006,146.2,0,1,1,1035,1,1,0,0,167.4,314.301,RESIDENTIAL,364000
1983,152.5,0,1,1,14015,1,1,0,0,196.05,490.77,RESIDENTIAL,364000
1961,147.86,1,1,0,8108,1,1,0,0,192.75,606.575,RESIDENTIAL,364000
1978,117.8,1,1,1,2709,1,1,0,0,175.47,608.076,RESIDENTIAL,364000
1993,109.87,0,1,1,3754,1,1,0,0,146.05,426.315,RESIDENTIAL,364000
1977,191.5,1,1,1,4708,1,1,0,0,251.28,526.707,RESIDENTIAL,364000
1979,146.58,1,1,0,4112,1,1,0,0,191.61,561.864,RESIDENTIAL,364000
2004,131.3,0,1,1,3733,1,1,0,0,168.4,395.529,RESIDENTIAL,364000
1967,94.44,1,1,1,6124,1,1,0,0,143.35,518.084,RESIDENTIAL,364000
1973,110.81,1,1,0,11503,1,1,0,0,177.96,785.571,RESIDENTIAL,364000
2008,141.1,0,0,0,14015,1,1,0,0,141.1,303.574,RESIDENTIAL,364000
1979,106.76,1,1,0,5509,1,1,0,0,147.63,631.855,RESIDENTIAL,364000
1979,110.2,1,1,0,5124,1,1,0,0,153.27,522.8,RESIDENTIAL,364000
2005,84.9,0,1,0,7608,1,1,0,0,125.77,329.053,RESIDENTIAL,364000
2003,93.9,0,1,1,14059,1,1,0,0,134.8,325.465,RESIDENTIAL,364000
2004,123.3,0,1,0,14067,1,1,0,0,168.19,305.526,RESIDENTIAL,364000
2004,137.9,0,1,0,14084,1,1,0,0,175.11,278.251,RESIDENTIAL,364000
1989,119.54,0,1,0,7111,1,1,0,0,155.63,493.83,RESIDENTIAL,364000
2011,127.8,0,0,0,3519,1,1,0,0,127.8,351.604,RESIDENTIAL,364000
2007,130.2,0,1,0,4709,1,1,0,0,167.3,347.949,RESIDENTIAL,364000
2013,145.8,0,1,1,14018,1,1,0,0,172.5,368.755,RESIDENTIAL,364000
1976,123.81,1,1,1,10621,1,1,0,0,177.1,796.863,RESIDENTIAL,364000
1985,127.3,0,1,1,9415,1,1,0,0,164.15,574.616,RESIDENTIAL,364000
1979,185,0,1,1,10502,1,1,0,0,185,424.014,MULTI-RES,364000
1979,185,0,1,1,10506,1,1,0,0,185,424.014,MULTI-RES,364000
1979,185,0,1,1,10508,1,1,0,0,185,424.014,MULTI-RES,364000
1979,185,0,1,1,10516,1,1,0,0,185,424.014,MULTI-RES,364000
1979,185,0,1,1,10522,1,1,0,0,185,424.014,MULTI-RES,364000
1990,104.55,0,1,1,8735,1,1,0,0,138.1,492.81,RESIDENTIAL,364000
2010,131.1,0,1,1,803,1,1,0,0,156.6,270.259,RESIDENTIAL,364000
2010,131.1,0,1,1,805,1,1,0,0,156.6,270.258,RESIDENTIAL,364000
1994,93.82,0,1,1,7509,1,1,0,0,127.52,396.501,RESIDENTIAL,364000
1978,121.11,0,1,1,6417,1,1,0,0,157.96,482.758,RESIDENTIAL,364000
1989,100.24,0,1,1,7348,1,1,0,0,140.14,440.86,RESIDENTIAL,364000
1977,153.9,0,1,1,8511,1,1,0,0,211.57,1243.971,RESIDENTIAL,364000
1981,123.33,0,1,1,14611,1,1,0,0,171.07,509.091,RESIDENTIAL,364000
1979,132.56,0,1,1,6735,1,1,0,0,171.6,557.019,RESIDENTIAL,364000
1999,133.7,0,1,1,13414,1,1,0,0,171.5,394,RESIDENTIAL,364000
2003,94.9,0,1,0,2429,1,1,0,0,131.4,364.467,RESIDENTIAL,364000
1968,116.7,1,1,0,11111,1,1,0,0,165.61,587.025,RESIDENTIAL,364000
1977,126.06,1,1,1,6312,1,1,0,0,175.39,557.34,RESIDENTIAL,364000
1978,109.16,1,1,0,6306,1,1,0,0,166.83,731.21,RESIDENTIAL,364000
1989,104.62,0,1,1,1811,1,1,0,0,143.66,570.298,RESIDENTIAL,364000
1981,146.25,0,1,0,3505,1,1,0,0,217.79,563.12,RESIDENTIAL,364000
1989,110.65,0,1,1,12336,1,1,0,0,147.86,523.75,RESIDENTIAL,364000
1977,117.5,1,1,1,18319,1,1,0,0,170.79,561.932,RESIDENTIAL,364000
1961,87.75,1,1,0,9324,1,1,0,0,128.62,731.021,RESIDENTIAL,364000
1974,123.82,1,1,1,4320,1,1,0,1,172.73,537.183,RESIDENTIAL,364000
2011,133.3,0,0,0,2168,1,1,0,0,133.3,503.439,RESIDENTIAL,364000
1974,117.08,1,1,1,4259,1,1,0,0,174.75,596.574,RESIDENTIAL,364000
1978,165.44,0,1,1,17924,1,1,0,0,232.59,602.534,RESIDENTIAL,364000
1979,184.97,0,0,0,1312,1,1,0,0,245.163,993.83,INDUSTRIAL,364000
1973,130.5,0,1,0,4044,1,1,0,0,159.31,632.684,RESIDENTIAL,364000
1974,109.94,1,1,1,4327,1,1,0,0,163.23,669.882,RESIDENTIAL,364000
1974,118.85,0,1,1,18219,1,1,0,0,163.74,561.631,RESIDENTIAL,364000
1967,118.1,1,1,1,13507,1,1,0,0,164.6,657.642,RESIDENTIAL,364000
1975,146.73,1,1,1,1036,1,1,0,0,188.27,604.56,RESIDENTIAL,364000
1973,126.2,1,1,0,4324,1,1,0,0,175.11,556.675,RESIDENTIAL,364000
1976,111.62,0,1,1,18504,1,1,0,0,152.58,612.972,RESIDENTIAL,364000
2008,123.4,0,1,1,17936,1,1,0,0,160.61,312.792,RESIDENTIAL,364000
