effective_build_year,net_area,basement_finished,has_garage,has_fireplace,house_number,fully_taxable,building_count,walkout_basement,air_conditioning,tot_gross_area_description,lot_size,property_type,assessed_value
1985,74.3,0,1,0,18304,1,1,0,0,106.46,263.86,RESIDENTIAL,292000
1974,114.8,0,1,0,4243,1,1,0,0,141.6,384.433,RESIDENTIAL,292000
1974,114.8,0,1,0,4245,1,1,0,0,141.6,384.434,RESIDENTIAL,292000
2014,238.7,0,1,1,3932,1,1,0,0,284.4,386.186,RESIDENTIAL,292000
1974,122,1,1,1,100,1,1,0,0,122,275.177,MULTI-RES,292000
2010,122.8,0,0,0,711,1,1,0,0,122.8,213.412,RESIDENTIAL,292000
2010,122.8,0,0,0,713,1,1,0,0,122.8,213.483,RESIDENTIAL,292000
1991,177.44,0,0,0,17535,1,1,0,1,177.44,397.835,COMMERCIAL,291500
1974,119.2,1,1,1,15404,1,1,0,0,147.8,332.504,RESIDENTIAL,291500
1965,106.1,0,1,0,5508,1,1,0,0,141.87,557.197,RESIDENTIAL,291500
1978,163,0,1,1,2743,1,1,0,0,163,328.865,MULTI-RES,291500
1978,163,0,1,1,2745,1,1,0,0,163,328.865,MULTI-RES,291500
1978,163,0,1,1,2757,1,1,0,0,163,329.929,MULTI-RES,291500
1956,102.2,1,1,0,11404,1,1,0,0,148.43,665.141,RESIDENTIAL,291500
1964,86.99,1,1,0,8012,1,1,0,0,127.86,557.287,RESIDENTIAL,291500
1961,97.93,1,1,0,10203,1,1,0,0,146.84,544.966,RESIDENTIAL,291500
1960,97.28,0,1,1,10615,1,1,0,0,174.7,853.67,RESIDENTIAL,291500
1977,81.28,0,1,0,2415,1,1,0,0,130.19,547.121,RESIDENTIAL,291500
1964,87.74,1,1,0,5619,1,1,0,0,136.65,557.347,RESIDENTIAL,291500
1989,102,0,1,0,7525,1,1,0,0,129,308.92,RESIDENTIAL,291500
1978,92,0,0,0,2235,1,1,0,0,92,480.173,RESIDENTIAL,291500
1978,92,0,0,0,2243,1,1,0,0,92,480.161,RESIDENTIAL,291500
1986,83,0,1,0,10708,1,1,0,0,83,425.6,MULTI-RES,291500
1973,159,0,0,0,11004,1,1,0,0,203.637,465.49,INDUSTRIAL,291500
1979,115.68,1,0,1,10215,1,1,0,0,115.68,396.97,RESIDENTIAL,291500
1978,86.9,1,0,0,6407,1,1,0,0,86.9,480.572,RESIDENTIAL,291500
2014,96,0,1,1,8507,1,1,0,0,133.1,396.252,RESIDENTIAL,291500
1978,79.67,1,1,0,14210,1,1,0,0,128.58,496.239,RESIDENTIAL,291500
1976,97.82,0,0,0,8816,1,1,0,0,97.82,468.108,RESIDENTIAL,291500
1972,99.68,0,1,0,14120,1,1,0,0,152.97,501.606,RESIDENTIAL,291500
1996,140.091,0,0,0,8832,1,1,0,1,140.093,310.604,INDUSTRIAL,291500
1982,85.76,0,0,1,18803,1,1,0,0,85.76,443.76,RESIDENTIAL,291500
1969,103.7,1,0,0,14219,1,1,0,0,103.7,630.82,RESIDENTIAL,291500
1979,131.4,0,0,0,4260,1,1,0,1,131.4,279.385,INDUSTRIAL,291500
1949,85.11,1,1,1,7105,1,1,0,0,114.78,529.593,RESIDENTIAL,291500
1988,109,0,1,0,17408,1,1,0,0,109,447.152,MULTI-RES,291500
1982,87.06,1,0,0,112,1,1,0,0,87.06,313.18,RESIDENTIAL,291500
1981,102.8,1,0,0,121,1,1,0,0,102.8,334.56,RESIDENTIAL,291500
1957,266.16,0,0,0,15902,1,1,0,0,277.028,542.485,COMMERCIAL,291000
1961,89.06,1,1,0,16321,1,1,0,0,129.21,557.384,RESIDENTIAL,291000
1967,120.48,0,1,0,16171,1,1,0,0,149.29,510.766,RESIDENTIAL,291000
1913,82.45,0,1,0,7645,1,1,0,0,107.24,468.915,RESIDENTIAL,291000
1961,96.08,1,1,0,3510,1,1,0,0,131.85,513.184,RESIDENTIAL,291000
1950,94.82,1,1,0,7720,1,1,0,0,162.26,697.153,RESIDENTIAL,291000
1956,91.64,0,1,0,13304,1,1,0,0,114.21,557.624,RESIDENTIAL,291000
1959,96.43,0,1,0,9520,1,1,0,0,153.38,580.047,RESIDENTIAL,291000
1976,106.16,1,1,1,3003,1,1,0,0,159.45,445.799,RESIDENTIAL,291000
1975,99.32,1,0,0,3107,1,1,0,0,99.32,561.872,RESIDENTIAL,291000
1963,93.8,1,1,0,8404,1,1,0,0,122.61,325.054,RESIDENTIAL,291000
2014,182.4,0,1,1,16319,1,1,0,0,223.2,391.121,RESIDENTIAL,291000
1966,84.68,1,1,0,5931,1,1,0,0,133.59,546.887,RESIDENTIAL,291000
1989,102,0,1,0,7530,1,1,0,0,148,364.18,RESIDENTIAL,291000
1966,93.89,1,1,0,5816,1,1,0,0,142.8,557.69,RESIDENTIAL,291000
1965,90.83,1,1,0,5924,1,1,0,0,135.36,608.246,RESIDENTIAL,291000
1968,86.9,1,1,0,5303,1,1,0,0,127.77,580.352,RESIDENTIAL,291000
1980,85.25,0,1,0,1915,1,1,0,0,114.06,517.889,RESIDENTIAL,291000
1993,129.1,0,1,1,6905,1,1,0,0,154.9,222.7,RESIDENTIAL,291000
1993,129.1,0,1,1,6907,1,1,0,0,154.9,225.768,RESIDENTIAL,291000
1959,75.92,1,1,0,10458,1,1,0,0,124.83,561.853,RESIDENTIAL,291000
1993,92.09,0,0,0,8022,1,1,0,0,92.09,300.08,RESIDENTIAL,291000
2001,126.99,0,0,0,10762,1,1,0,0,182.734,285.1,INDUSTRIAL,291000
1981,105.5,0,1,0,5512,1,1,0,0,142.71,254.67,RESIDENTIAL,291000
1987,96.95,0,1,0,4908,1,1,0,0,120.6,346.32,RESIDENTIAL,291000
1981,81.96,0,1,0,14543,1,1,0,0,130.86,523.601,RESIDENTIAL,291000
1980,94.1,0,0,0,1728,1,1,0,0,94.1,516.995,RESIDENTIAL,291000
1961,96.68,1,1,0,11909,1,1,0,0,125.49,541.791,RESIDENTIAL,291000
1984,89.57,0,0,1,3210,1,1,0,0,89.57,300.583,RESIDENTIAL,291000
1981,106.37,1,0,0,2106,1,1,0,0,106.37,276.46,RESIDENTIAL,291000
1981,107.56,0,0,0,2108,1,1,0,0,107.56,450.57,RESIDENTIAL,291000
1964,102.26,1,1,0,14012,1,1,0,0,131.07,528.471,RESIDENTIAL,291000
1948,69.67,1,1,0,9715,1,1,0,0,92.24,633.364,RESIDENTIAL,291000
1978,121.04,0,0,0,17919,1,1,0,0,121.04,292.531,RESIDENTIAL,291000
1978,121.04,0,0,0,17935,1,1,0,0,121.04,292.589,RESIDENTIAL,291000
1983,86.01,1,0,0,15603,1,1,0,0,86.01,394.566,RESIDENTIAL,291000
1981,109.32,0,0,0,18404,1,1,0,0,109.32,627.205,RESIDENTIAL,291000
2014,190.6,0,1,1,5208,1,1,0,0,235.5,376.82,RESIDENTIAL,291000
2014,177.3,0,1,1,3967,1,1,0,0,214,434.56,RESIDENTIAL,291000
1974,133,1,0,0,113,1,1,0,0,133,273.558,MULTI-RES,291000
1978,101.47,0,0,0,7,1,1,0,0,101.47,587.403,RESIDENTIAL,291000
1976,105.53,0,1,0,8423,1,1,0,0,132.54,266.354,RESIDENTIAL,291000
1954,96.38,1,1,0,12703,1,1,0,0,137.25,684.32,RESIDENTIAL,290500
1958,93.5,1,0,0,16172,1,1,0,0,93.5,591.811,RESIDENTIAL,290500
1950,69.01,1,1,0,12826,1,1,0,0,93.8,501.849,RESIDENTIAL,290500
1973,104.78,0,1,0,15223,1,1,0,0,155.03,546.918,RESIDENTIAL,290500
1958,97.94,1,1,0,3438,1,1,0,0,158.94,464.431,RESIDENTIAL,290500
1958,96.38,1,1,0,3421,1,1,0,0,140.91,464.378,RESIDENTIAL,290500
2002,112.9,0,1,0,9003,1,1,0,0,134.1,218.48,MULTI-RES,290500
2002,112.9,0,1,0,9009,1,1,0,0,134.1,218.28,MULTI-RES,290500
1961,83.6,1,1,0,3537,1,1,0,0,132.51,784.517,RESIDENTIAL,290500
1978,121.14,1,1,1,8708,1,1,0,1,150.37,348.913,RESIDENTIAL,290500
1958,97.28,1,1,0,9115,1,1,0,0,146.19,624.224,RESIDENTIAL,290500
1966,84.68,1,1,0,6020,1,1,0,0,133.59,550.654,RESIDENTIAL,290500
1976,100.2,0,0,0,12325,1,1,0,0,100.2,575.443,RESIDENTIAL,290500
1986,82,0,1,0,10716,1,1,0,0,82,425.6,MULTI-RES,290500
1979,76.08,1,1,0,10224,1,1,0,0,116.95,418.513,RESIDENTIAL,290500
1978,93.14,0,0,0,6117,1,1,0,0,93.14,631.837,RESIDENTIAL,290500
1981,105.5,0,1,0,5518,1,1,0,0,134.31,321.74,RESIDENTIAL,290500
2014,177.3,1,1,1,7514,1,1,0,0,214,371.439,RESIDENTIAL,290500
1978,86.84,0,0,0,14113,1,1,0,0,86.84,555.336,RESIDENTIAL,290500
1983,82.04,0,0,0,4118,1,1,0,0,82.04,397.63,RESIDENTIAL,290500
1981,86.12,1,0,1,3308,1,1,0,0,86.12,379.729,RESIDENTIAL,290500
1979,115.6,0,1,0,3823,1,1,0,0,149.15,401.172,RESIDENTIAL,290500
1959,97.8,0,1,0,12924,1,1,0,0,126.61,571.514,RESIDENTIAL,290500
1974,106.62,0,1,0,17911,1,1,0,0,134.74,687.131,RESIDENTIAL,290500
1972,96.38,0,1,0,15208,1,1,0,0,145.29,580.302,RESIDENTIAL,290500
2014,163.5,0,1,1,7054,1,1,0,0,204.4,417.048,RESIDENTIAL,290500
2009,117.3,0,0,0,734,1,1,0,0,117.3,266.225,RESIDENTIAL,290500
2010,116.9,0,0,0,752,1,1,0,0,116.9,258.87,RESIDENTIAL,290500
1991,176.1,0,0,0,17531,1,1,0,1,176.1,397.835,COMMERCIAL,290000
1960,109.52,0,1,0,16312,1,1,0,0,132.09,629.64,RESIDENTIAL,290000
1958,96.31,1,0,0,15912,1,1,0,0,96.31,557.153,RESIDENTIAL,290000
1967,105.59,1,1,0,8404,1,1,0,0,133.06,367.826,RESIDENTIAL,290000
1976,98.5,1,1,0,8911,1,1,0,0,156.17,407.133,RESIDENTIAL,290000
1959,95.12,1,1,0,3522,1,1,0,0,139.65,514.308,RESIDENTIAL,290000
1959,96.68,1,1,0,3534,1,1,0,0,141.57,513.077,RESIDENTIAL,290000
1954,85.8,1,1,0,14111,1,1,0,0,117.19,562.587,RESIDENTIAL,290000
1978,173.51,0,0,0,5608,1,1,0,0,173.51,298.8,INDUSTRIAL,290000
1958,96.38,1,1,0,9215,1,1,0,0,133.18,521.225,RESIDENTIAL,290000
1964,83.29,1,1,0,5712,1,1,0,0,136.58,633.373,RESIDENTIAL,290000
1963,100.04,1,1,0,6511,1,1,0,0,135.81,557.811,RESIDENTIAL,290000
1962,103.7,0,1,0,8218,1,1,0,0,148.23,325.076,RESIDENTIAL,290000
1966,89.06,0,1,0,5808,1,1,0,0,142.35,557.706,RESIDENTIAL,290000
1965,90.83,1,1,0,5908,1,1,0,0,135.36,630.703,RESIDENTIAL,290000
1978,103.34,1,0,0,11423,1,1,0,0,103.34,470.014,RESIDENTIAL,290000
1986,82,0,1,0,10714,1,1,0,0,82,425.6,MULTI-RES,290000
1982,114.24,0,0,1,7735,1,1,0,0,114.24,504.81,RESIDENTIAL,290000
1987,96.95,0,1,0,4910,1,1,0,0,120.6,330.91,RESIDENTIAL,290000
1978,89.66,1,0,0,8321,1,1,0,0,89.66,464.39,RESIDENTIAL,290000
1981,86.12,1,0,1,4515,1,1,0,0,86.12,359.851,RESIDENTIAL,290000
1982,88.52,0,1,0,14711,1,1,0,0,129.39,358.332,RESIDENTIAL,290000
1981,101.38,1,0,0,4508,1,1,0,0,101.38,389.203,RESIDENTIAL,290000
2014,149.4,1,0,0,616,1,1,0,0,149.4,325.376,RESIDENTIAL,290000
1982,67.95,0,1,0,4105,1,1,0,0,104.8,314.9,RESIDENTIAL,290000
1981,105.5,1,0,0,2006,1,1,0,0,105.5,356.43,RESIDENTIAL,290000
1981,92.36,0,0,0,2016,1,1,0,0,92.36,377.35,RESIDENTIAL,290000
1996,150.41,0,0,0,8842,1,1,0,1,150.405,310.604,INDUSTRIAL,290000
1988,110.5,0,0,0,2903,1,1,0,0,110.5,337.37,COMMERCIAL,290000
1965,104.57,0,1,0,5611,1,1,0,0,157.5,558.653,RESIDENTIAL,290000
1984,87.7,0,0,0,17322,1,1,0,0,87.7,504.293,RESIDENTIAL,290000
1975,92.78,0,1,0,23,1,1,0,0,137.31,686.955,RESIDENTIAL,290000
1986,97,0,1,0,197,1,1,0,0,97,441.936,MULTI-RES,290000
2009,117.3,0,0,0,728,1,1,0,0,117.3,259.329,RESIDENTIAL,290000
1952,89.96,1,1,0,16212,1,1,0,0,116.97,677.832,RESIDENTIAL,289500
1975,126.53,0,0,0,5975,1,1,0,0,126.534,343.917,INDUSTRIAL,289500
1958,89.06,0,1,0,16513,1,1,0,0,113.85,556.905,RESIDENTIAL,289500
1957,122.88,0,0,0,3809,1,1,0,0,139.22,506.247,RESIDENTIAL,289500
1939,152.84,0,0,0,12426,1,1,0,0,152.84,326.796,RESIDENTIAL,289500
1948,99.06,1,1,0,10524,1,1,0,0,147.97,629.496,RESIDENTIAL,289500
1961,84.9,1,1,0,3844,1,1,0,0,113.71,527.471,RESIDENTIAL,289500
1974,115.52,0,1,0,8213,1,1,0,0,144.4,325.907,RESIDENTIAL,289500
1975,99.68,0,1,0,4715,1,1,0,0,157.35,615.387,RESIDENTIAL,289500
1975,106.22,0,0,0,3209,1,1,0,0,106.22,545.829,RESIDENTIAL,289500
1962,80.3,1,1,0,8408,1,1,0,0,109.11,603.516,RESIDENTIAL,289500
1963,98.75,0,0,0,9516,1,1,0,0,125.61,599.202,RESIDENTIAL,289500
1961,96.38,1,1,0,10115,1,1,0,0,121.17,604.245,RESIDENTIAL,289500
1966,86.9,1,1,0,5824,1,1,0,0,131.43,592.031,RESIDENTIAL,289500
1966,86.9,1,1,0,5924,1,1,0,0,140.19,557.518,RESIDENTIAL,289500
1990,102,0,1,0,7536,1,1,0,0,129,333.16,RESIDENTIAL,289500
1989,102,0,1,0,7504,1,1,0,0,129,394.87,RESIDENTIAL,289500
1973,102.12,1,0,0,5203,1,1,0,0,102.12,510.782,RESIDENTIAL,289500
1967,86.9,1,1,0,5807,1,1,0,0,144.57,557.163,RESIDENTIAL,289500
1967,92.72,1,1,0,6419,1,1,0,0,122.61,516.694,RESIDENTIAL,289500
1968,107,0,1,0,6308,1,1,0,0,143.75,706.922,RESIDENTIAL,289500
1980,89.96,1,0,0,2508,1,1,0,0,89.96,425.189,RESIDENTIAL,289500
1987,115,0,1,0,10732,1,1,0,0,115,449.913,MULTI-RES,289500
1979,97.8,0,0,0,4827,1,1,0,0,97.8,495.588,RESIDENTIAL,289500
1986,84.06,1,0,0,7419,1,1,0,0,84.06,278.903,RESIDENTIAL,289500
1975,99.68,0,1,0,8112,1,1,0,0,139.83,624.903,RESIDENTIAL,289500
1975,85.82,1,0,0,8716,1,1,0,0,85.82,665.019,RESIDENTIAL,289500
1977,78.68,1,0,0,8712,1,1,0,0,78.68,715.064,RESIDENTIAL,289500
1978,75.38,0,1,0,14232,1,1,0,1,128.67,472.477,RESIDENTIAL,289500
1986,113,0,1,1,10638,1,1,0,1,113,434.07,MULTI-RES,289500
1981,83.04,0,1,0,14519,1,1,0,0,127.57,523.614,RESIDENTIAL,289500
1980,108.9,1,0,0,4915,1,1,0,0,108.9,477.21,RESIDENTIAL,289500
1959,96.38,1,1,0,11902,1,1,0,0,146.94,464.572,RESIDENTIAL,289500
1982,75.53,0,1,0,4123,1,1,0,0,116.4,375.59,RESIDENTIAL,289500
1994,130.18,0,1,0,14627,1,1,0,0,163.12,280.123,MULTI-RES,289500
1981,92.36,0,0,0,2107,1,1,0,0,92.36,483.1,RESIDENTIAL,289500
1996,133.311,0,0,0,8836,1,1,0,1,133.312,309.921,INDUSTRIAL,289500
1996,133.219,0,0,0,8838,1,1,0,1,133.219,309.921,INDUSTRIAL,289500
1996,173.914,0,0,0,8876,1,1,0,1,173.909,310.604,INDUSTRIAL,289500
1962,90.45,0,0,0,9015,1,1,0,0,90.45,348.287,RESIDENTIAL,289500
1974,94.44,1,0,0,2915,1,1,0,0,94.44,510.799,RESIDENTIAL,289500
1993,90.47,0,0,0,1525,1,1,0,0,90.47,273.12,RESIDENTIAL,289500
1972,99.5,0,1,0,15204,1,1,0,0,148.41,580.292,RESIDENTIAL,289500
1982,95.45,0,0,0,17916,1,1,0,0,95.45,398.154,RESIDENTIAL,289500
1984,82.48,1,0,1,17310,1,1,0,0,124.99,420.803,RESIDENTIAL,289500
1979,115.8,1,1,0,15331,1,1,0,0,146.6,351.905,RESIDENTIAL,289500
1982,85.86,0,0,0,102,1,1,0,0,85.86,353.09,RESIDENTIAL,289500
1982,107.38,0,0,0,118,1,1,0,0,107.38,311.52,RESIDENTIAL,289500
1976,105.53,1,1,0,8429,1,1,0,0,141.3,312.284,RESIDENTIAL,289500
1959,80.57,1,1,0,15816,1,1,0,0,103.14,505.444,RESIDENTIAL,289000
1991,175.5,0,0,0,17523,1,1,0,1,175.5,395.76,COMMERCIAL,289000
1970,195.1,0,0,0,3637,1,1,0,1,195.1,1112.818,COMMERCIAL,289000
1958,96.38,1,1,0,3410,1,1,0,0,141.27,464.407,RESIDENTIAL,289000
1958,96.38,1,1,0,3426,1,1,0,0,141.27,464.4,RESIDENTIAL,289000
1981,85.88,0,0,0,3532,1,1,0,0,85.88,545.853,RESIDENTIAL,289000
1975,106.97,0,0,0,3426,1,1,0,0,106.97,621.031,RESIDENTIAL,289000
1990,102,1,1,0,7531,1,1,0,0,129,310.93,RESIDENTIAL,289000
1964,89.06,1,1,1,5607,1,1,0,0,121.89,624.309,RESIDENTIAL,289000
1967,101.94,0,1,0,7220,1,1,0,0,155.23,590.683,RESIDENTIAL,289000
1980,89.61,0,1,0,2512,1,1,0,0,138.52,403.231,RESIDENTIAL,289000
1981,92.25,0,1,0,2516,1,1,0,0,137.14,381.269,RESIDENTIAL,289000
1958,89.06,1,0,0,11021,1,1,0,0,89.06,558.709,RESIDENTIAL,289000
1995,148.857,0,0,0,10083,1,1,0,1,148.857,305.8,COMMERCIAL,289000
1979,92.28,0,0,0,4819,1,1,0,0,92.28,507.65,RESIDENTIAL,289000
1981,121.65,0,0,0,14511,1,1,0,0,121.65,523.602,RESIDENTIAL,289000
1980,112.46,0,0,0,4919,1,1,0,0,112.46,475.536,RESIDENTIAL,289000
1983,95.4,0,0,0,14804,1,1,0,0,95.4,614.238,RESIDENTIAL,289000
1976,97.82,0,0,0,13105,1,1,0,0,97.82,589.687,RESIDENTIAL,289000
1994,118.22,0,1,1,14659,1,1,0,0,151.16,358.507,MULTI-RES,289000
1978,85.82,0,0,0,3603,1,1,0,0,85.82,486.068,RESIDENTIAL,289000
2014,155.3,0,1,0,2151,1,1,0,0,177.1,498.264,RESIDENTIAL,289000
1969,108.8,0,0,0,15111,1,1,0,0,108.8,601.824,RESIDENTIAL,289000
1972,86.04,1,1,1,17309,1,1,0,0,128.84,363.429,RESIDENTIAL,289000
1982,95.45,0,0,0,17920,1,1,0,0,95.45,391.97,RESIDENTIAL,289000
1982,91.98,0,0,0,18006,1,1,0,0,117.94,422.1,RESIDENTIAL,289000
1982,108.83,0,1,0,18003,1,1,0,0,135.06,327.049,RESIDENTIAL,289000
1961,67.15,1,1,0,7408,1,1,0,0,98.54,547.907,RESIDENTIAL,289000
1971,99.74,1,0,0,12,1,1,0,0,99.74,534.143,RESIDENTIAL,289000
1994,0,0,0,0,11925,1,0,0,0,0,843.06,COMMERCIAL,289000
1980,101,1,1,0,13534,1,1,0,0,130.2,373.283,RESIDENTIAL,289000
1958,91.64,1,0,0,3621,1,1,0,0,91.64,557.528,RESIDENTIAL,288500
1949,117.06,0,0,0,8422,1,1,0,0,117.06,112.461,MULTI-RES,288500
1962,96.86,1,0,0,13406,1,1,0,0,96.86,331.357,RESIDENTIAL,288500
1958,81.53,1,1,0,3638,1,1,0,0,118.08,557.193,RESIDENTIAL,288500
1958,96.38,1,1,0,3422,1,1,0,0,136.53,465.24,RESIDENTIAL,288500
1958,96.38,1,1,0,3422,1,1,0,0,139.26,464.362,RESIDENTIAL,288500
1959,95.96,1,1,0,3406,1,1,0,0,153.63,647.462,RESIDENTIAL,288500
1958,97.94,1,1,0,3413,1,1,0,0,133.71,464.453,RESIDENTIAL,288500
1959,97.7,1,1,0,3506,1,1,0,0,130.53,564.771,RESIDENTIAL,288500
1961,97.17,0,1,0,8308,1,1,0,0,125.98,529.513,RESIDENTIAL,288500
1949,95.2,1,0,0,10204,1,1,0,0,95.2,612.1,RESIDENTIAL,288500
1955,87.08,1,1,0,13547,1,1,0,0,119.91,545.888,RESIDENTIAL,288500
1955,77.72,1,1,0,10507,1,1,0,0,130.63,615.977,RESIDENTIAL,288500
1969,116.82,0,1,1,6116,1,1,0,0,160.32,492.223,RESIDENTIAL,288500
1975,112.04,0,0,0,4108,1,1,0,0,112.04,578.331,RESIDENTIAL,288500
1989,102,0,1,0,7518,1,1,0,0,129,325.96,RESIDENTIAL,288500
1989,102,0,1,0,7520,1,1,0,0,129,325.99,RESIDENTIAL,288500
1981,85.84,1,0,1,2907,1,1,0,0,85.84,615.933,RESIDENTIAL,288500
2001,126.99,0,0,0,10760,1,1,0,0,224.168,285.1,INDUSTRIAL,288500
1981,106.37,1,0,0,5305,1,1,0,0,106.37,321.91,RESIDENTIAL,288500
1978,84.68,1,1,0,13816,1,1,0,0,119.72,543.323,RESIDENTIAL,288500
1981,81.96,1,1,0,14507,1,1,0,0,114.79,522.469,RESIDENTIAL,288500
1982,79.2,0,1,0,14819,1,1,0,0,128.11,532.425,RESIDENTIAL,288500
2012,119,0,1,0,5319,1,1,0,0,158,204.039,MULTI-RES,288500
2012,119,0,1,0,5417,1,1,0,0,158,204.03942,MULTI-RES,288500
2012,119,0,1,0,5423,1,1,0,0,158,204.03942,MULTI-RES,288500
2012,119,0,1,0,5503,1,1,0,0,158,204.03942,MULTI-RES,288500
2012,119,0,1,0,5507,1,1,0,0,158,204.039,MULTI-RES,288500
2012,119,0,1,0,5511,1,1,0,0,158,204.039,MULTI-RES,288500
1959,93.95,1,1,0,12134,1,1,0,0,134.82,509.846,RESIDENTIAL,288500
1981,92.4,0,0,0,2509,1,1,0,0,92.4,559.725,RESIDENTIAL,288500
1959,86.96,1,1,0,11821,1,1,0,0,135.87,575.675,RESIDENTIAL,288500
1983,108.12,0,0,0,3220,1,1,0,0,108.12,379.585,RESIDENTIAL,288500
1981,107.56,1,0,0,2108,1,1,0,0,107.56,308.52,RESIDENTIAL,288500
1981,92.36,0,0,0,2124,1,1,0,0,92.36,399.84,RESIDENTIAL,288500
1994,118.22,0,1,0,14637,1,1,0,0,151.16,404.765,MULTI-RES,288500
1996,121.978,0,0,0,8872,1,1,0,1,135.448,309.921,INDUSTRIAL,288500
1970,100.28,0,0,0,15220,1,1,0,0,100.28,763.209,RESIDENTIAL,288500
1982,97.56,1,0,0,17925,1,1,0,0,97.56,319.638,RESIDENTIAL,288500
1979,116.6,1,1,0,15329,1,1,0,0,147.4,325.236,RESIDENTIAL,288500
1982,107.38,0,0,0,106,1,1,0,0,107.38,293.42,RESIDENTIAL,288500
1982,107.38,0,0,0,110,1,1,0,0,107.38,293.4,RESIDENTIAL,288500
1982,107.38,0,0,0,124,1,1,0,0,107.38,292.75,RESIDENTIAL,288500
1982,107.38,0,0,0,128,1,1,0,0,107.38,293.44,RESIDENTIAL,288500
2010,124,0,0,0,766,1,1,0,0,124,198.031,RESIDENTIAL,288500
1957,109.01,1,1,0,5204,1,1,0,0,193.69,707.332,RESIDENTIAL,288000
1968,97.22,0,0,0,3204,1,1,0,0,97.22,610.958,RESIDENTIAL,288000
1912,201.62,1,0,0,9315,1,1,0,0,201.62,375.074,RESIDENTIAL,288000
1942,68.17,1,1,0,7639,1,1,0,0,109.04,468.94,RESIDENTIAL,288000
1957,81.02,1,1,0,3829,1,1,0,1,134.31,556.636,RESIDENTIAL,288000
1979,92.87,1,0,1,14008,1,1,0,0,92.87,501.48,RESIDENTIAL,288000
1958,97.94,1,1,0,3425,1,1,0,0,125.46,464.477,RESIDENTIAL,288000
1959,93.98,1,1,0,3518,1,1,0,0,142.89,514.227,RESIDENTIAL,288000
1954,85.8,1,1,0,13507,1,1,0,0,123.01,556.977,RESIDENTIAL,288000
1978,171.96,0,0,0,5616,1,1,0,0,171.96,296.1,INDUSTRIAL,288000
1964,90.95,0,1,0,5912,1,1,0,0,137.67,545.92,RESIDENTIAL,288000
1964,82.49,1,1,0,5916,1,1,0,0,118.26,541.3,RESIDENTIAL,288000
1964,92.72,0,1,0,5607,1,1,0,0,137.61,546.876,RESIDENTIAL,288000
1989,102,0,1,0,7532,1,1,0,0,129,333.46,RESIDENTIAL,288000
1980,78.88,0,0,1,1912,1,1,0,0,78.88,556.648,RESIDENTIAL,288000
1981,105.5,0,1,0,5208,1,1,0,0,131.73,268.32,RESIDENTIAL,288000
1980,104.06,0,0,0,1171,1,1,0,0,104.06,542.501,RESIDENTIAL,288000
1961,84.96,1,1,0,11925,1,1,0,0,138.25,541.85,RESIDENTIAL,288000
1981,92.36,0,0,0,2028,1,1,0,0,92.36,341.04,RESIDENTIAL,288000
1983,101.7,1,0,0,18609,1,1,0,0,101.7,361.449,RESIDENTIAL,288000
2014,135.1,0,1,1,3908,1,1,0,0,175.2,542.265,MULTI-RES,288000
1996,147.71,0,0,0,8862,1,1,0,1,147.711,310.604,INDUSTRIAL,288000
1991,0,0,0,0,7405,1,0,0,0,0,992.425,INDUSTRIAL,288000
1968,129,1,0,0,173,1,1,0,0,129,340.672,MULTI-RES,288000
2002,208.282,0,0,0,21730,1,1,0,0,208.282,6075.93203,AGRICULTURE,288000
1971,120.6,0,1,0,3107,1,1,0,0,149.3,566.173,RESIDENTIAL,287500
1959,74.88,0,1,1,16517,1,1,0,0,132.55,510.837,RESIDENTIAL,287500
1979,138.9,0,0,0,18043,1,1,0,1,194.64,315.624,INDUSTRIAL,287500
1978,100.79,0,0,1,16422,1,1,0,0,100.79,561.832,RESIDENTIAL,287500
1957,86.9,1,1,0,3834,1,1,0,0,127.77,525.281,RESIDENTIAL,287500
1958,96.38,0,1,0,3417,1,1,0,0,156.24,510.462,RESIDENTIAL,287500
1958,96.38,1,1,0,3409,1,1,0,0,132.15,474.715,RESIDENTIAL,287500
1958,97.94,1,1,0,3430,1,1,0,0,138.81,464.377,RESIDENTIAL,287500
1956,86.9,1,1,0,10723,1,1,0,0,149,551.53,RESIDENTIAL,287500
1958,96.38,1,1,0,9103,1,1,0,0,137.25,624.188,RESIDENTIAL,287500
1976,105.86,1,1,1,3013,1,1,0,0,159.15,427.23,RESIDENTIAL,287500
1975,80.3,1,1,0,4716,1,1,0,0,113.13,510.737,RESIDENTIAL,287500
1963,96.38,1,0,0,11703,1,1,0,0,96.38,643.92,RESIDENTIAL,287500
1966,84.68,1,1,0,5932,1,1,0,0,147.09,557.595,RESIDENTIAL,287500
1967,105.14,0,1,0,7232,1,1,0,0,158.43,557.277,RESIDENTIAL,287500
1967,86.9,1,1,0,5915,1,1,0,0,131.79,557.297,RESIDENTIAL,287500
1981,75.9,0,1,0,2922,1,1,0,0,124.8,466.439,RESIDENTIAL,287500
1975,261.72,0,0,0,247,1,1,0,0,678.72,6473.13303,AGRICULTURE,287500
2012,117.8,0,1,0,5505,1,1,0,0,156.8,204.03942,MULTI-RES,287500
1977,78.66,1,0,0,8604,1,1,0,0,129.26,491.794,RESIDENTIAL,287500
1981,87.26,1,0,0,4512,1,1,0,0,87.26,385.831,RESIDENTIAL,287500
1961,84.96,1,1,0,11929,1,1,0,0,133.87,541.904,RESIDENTIAL,287500
